tre:TRIREDRAFT_102382	ko:K01069
tre:TRIREDRAFT_23193	ko:K20221
tre:TRIREDRAFT_23200	ko:K01624
tre:TRIREDRAFT_23206	ko:K03065
tre:TRIREDRAFT_23208	ko:K14824
tre:TRIREDRAFT_23221	ko:K14950
tre:TRIREDRAFT_23237	ko:K00772
tre:TRIREDRAFT_23263	ko:K07941
tre:TRIREDRAFT_23271	ko:K20366
tre:TRIREDRAFT_23295	ko:K15105
tre:TRIREDRAFT_23297	ko:K23679
tre:TRIREDRAFT_23298	ko:K01736
tre:TRIREDRAFT_23316	ko:K17279
tre:TRIREDRAFT_23323	ko:K14851
tre:TRIREDRAFT_23327	ko:K14857
tre:TRIREDRAFT_23338	ko:K22377
tre:TRIREDRAFT_23346	ko:K12373
tre:TRIREDRAFT_23363	ko:K20120
tre:TRIREDRAFT_23368	ko:K10531
tre:TRIREDRAFT_23382	ko:K15303
tre:TRIREDRAFT_23413	ko:K01082
tre:TRIREDRAFT_23415	ko:K16261
tre:TRIREDRAFT_23417	ko:K14394
tre:TRIREDRAFT_23420	ko:K17080
tre:TRIREDRAFT_23431	ko:K00417
tre:TRIREDRAFT_23446	ko:K02537
tre:TRIREDRAFT_23452	ko:K27407
tre:TRIREDRAFT_23489	ko:K15263
tre:TRIREDRAFT_2358	ko:K01522
tre:TRIREDRAFT_2369	ko:K15711
tre:TRIREDRAFT_2373	ko:K11667
tre:TRIREDRAFT_2374	ko:K11672
tre:TRIREDRAFT_2392	ko:K14729
tre:TRIREDRAFT_2439	ko:K05754
tre:TRIREDRAFT_24586	ko:K22118
tre:TRIREDRAFT_2474	ko:K22913
tre:TRIREDRAFT_2476	ko:K02149
tre:TRIREDRAFT_2489	ko:K01166
tre:TRIREDRAFT_2501	ko:K00286
tre:TRIREDRAFT_25018	ko:K11380
tre:TRIREDRAFT_2508	ko:K09494
tre:TRIREDRAFT_25159	ko:K19806
tre:TRIREDRAFT_2521	ko:K00273
tre:TRIREDRAFT_25225	ko:K10754
tre:TRIREDRAFT_2526	ko:K02677
tre:TRIREDRAFT_2529	ko:K02950
tre:TRIREDRAFT_2537	ko:K12462
tre:TRIREDRAFT_2561	ko:K15292
tre:TRIREDRAFT_25703	ko:K06676
tre:TRIREDRAFT_25739	ko:K16073
tre:TRIREDRAFT_2574	ko:K00006
tre:TRIREDRAFT_2583	ko:K08681
tre:TRIREDRAFT_2591	ko:K19306
tre:TRIREDRAFT_2599	ko:K20316
tre:TRIREDRAFT_26029	ko:K14805
tre:TRIREDRAFT_26214	ko:K11547
tre:TRIREDRAFT_26277	ko:K06100
tre:TRIREDRAFT_2629	ko:K07305
tre:TRIREDRAFT_2634	ko:K09827
tre:TRIREDRAFT_2648	ko:K24029
tre:TRIREDRAFT_26575	ko:K15196
tre:TRIREDRAFT_2660	ko:K05757
tre:TRIREDRAFT_2662	ko:K23741
tre:TRIREDRAFT_2666	ko:K15160
tre:TRIREDRAFT_26746	ko:K26979
tre:TRIREDRAFT_26787	ko:K12404
tre:TRIREDRAFT_2687	ko:K03695
tre:TRIREDRAFT_2698	ko:K05770
tre:TRIREDRAFT_27025	ko:K08287
tre:TRIREDRAFT_2707	ko:K03349
tre:TRIREDRAFT_27085	ko:K14786
tre:TRIREDRAFT_2716	ko:K11108
tre:TRIREDRAFT_2721	ko:K13171
tre:TRIREDRAFT_27219	ko:K07407
tre:TRIREDRAFT_27259	ko:K07407
tre:TRIREDRAFT_2735	ko:K01183
tre:TRIREDRAFT_27384	ko:K03360
tre:TRIREDRAFT_27398	ko:K02604
tre:TRIREDRAFT_27406	ko:K06639
tre:TRIREDRAFT_27422	ko:K11594
tre:TRIREDRAFT_2745	ko:K01679
tre:TRIREDRAFT_27492	ko:K06173
tre:TRIREDRAFT_2759	ko:K10590
tre:TRIREDRAFT_27697	ko:K01426
tre:TRIREDRAFT_2790	ko:K01881
tre:TRIREDRAFT_28050	ko:K01930
tre:TRIREDRAFT_28159	ko:K02257
tre:TRIREDRAFT_28199	ko:K17496
tre:TRIREDRAFT_2826	ko:K14439
tre:TRIREDRAFT_2830	ko:K23166
tre:TRIREDRAFT_2835	ko:K15627
tre:TRIREDRAFT_2845	ko:K04640
tre:TRIREDRAFT_2869	ko:K15541
tre:TRIREDRAFT_28781	ko:K12769
tre:TRIREDRAFT_28865	ko:K23314
tre:TRIREDRAFT_28928	ko:K09584
tre:TRIREDRAFT_29108	ko:K18573
tre:TRIREDRAFT_2912	ko:K12345
tre:TRIREDRAFT_29220	ko:K03680
tre:TRIREDRAFT_2956	ko:K10592
tre:TRIREDRAFT_29568	ko:K15564
tre:TRIREDRAFT_29619	ko:K17095
tre:TRIREDRAFT_29642	ko:K01613
tre:TRIREDRAFT_29709	ko:K26392
tre:TRIREDRAFT_29713	ko:K19308
tre:TRIREDRAFT_29716	ko:K15289
tre:TRIREDRAFT_29756	ko:K15278
tre:TRIREDRAFT_2981	ko:K11390
tre:TRIREDRAFT_2987	ko:K10415
tre:TRIREDRAFT_3001	ko:K14837
tre:TRIREDRAFT_3007	ko:K27246
tre:TRIREDRAFT_30144	ko:K01082
tre:TRIREDRAFT_3027	ko:K15340
tre:TRIREDRAFT_30274	ko:K14765
tre:TRIREDRAFT_30275	ko:K21141
tre:TRIREDRAFT_30330	ko:K22825
tre:TRIREDRAFT_30455	ko:K12275
tre:TRIREDRAFT_3049	ko:K01265
tre:TRIREDRAFT_30578	ko:K10773
tre:TRIREDRAFT_30635	ko:K25178
tre:TRIREDRAFT_30776	ko:K19245
tre:TRIREDRAFT_30805	ko:K10773
tre:TRIREDRAFT_3094	ko:K22276
tre:TRIREDRAFT_3101	ko:K03434
tre:TRIREDRAFT_31118	ko:K22817
tre:TRIREDRAFT_31134	ko:K00587
tre:TRIREDRAFT_31248	ko:K01166
tre:TRIREDRAFT_3129	ko:K15462
tre:TRIREDRAFT_31481	ko:K09529
tre:TRIREDRAFT_31551	ko:K06210
tre:TRIREDRAFT_31559	ko:K03539
tre:TRIREDRAFT_31611	ko:K17782
tre:TRIREDRAFT_31733	ko:K10578
tre:TRIREDRAFT_31869	ko:K06210
tre:TRIREDRAFT_3196	ko:K01191
tre:TRIREDRAFT_31976	ko:K02933
tre:TRIREDRAFT_32002	ko:K15456
tre:TRIREDRAFT_3208	ko:K08736
tre:TRIREDRAFT_3212	ko:K02210
tre:TRIREDRAFT_32261	ko:K20815
tre:TRIREDRAFT_32364	ko:K23978
tre:TRIREDRAFT_32402	ko:K22119
tre:TRIREDRAFT_32473	ko:K17402
tre:TRIREDRAFT_32543	ko:K15364
tre:TRIREDRAFT_32747	ko:K17656
tre:TRIREDRAFT_32755	ko:K17656
tre:TRIREDRAFT_33085	ko:K03134
tre:TRIREDRAFT_33090	ko:K17619
tre:TRIREDRAFT_33197	ko:K19054
tre:TRIREDRAFT_33207	ko:K07232
tre:TRIREDRAFT_33263	ko:K09702
tre:TRIREDRAFT_3333	ko:K00344
tre:TRIREDRAFT_33342	ko:K12668
tre:TRIREDRAFT_33359	ko:K24272
tre:TRIREDRAFT_3340	ko:K08490
tre:TRIREDRAFT_3345	ko:K12832
tre:TRIREDRAFT_33475	ko:K22139
tre:TRIREDRAFT_3350	ko:K01922
tre:TRIREDRAFT_33586	ko:K02134
tre:TRIREDRAFT_3362	ko:K13711
tre:TRIREDRAFT_33637	ko:K20303
tre:TRIREDRAFT_33660	ko:K11270
tre:TRIREDRAFT_33692	ko:K02903
tre:TRIREDRAFT_33704	ko:K03133
tre:TRIREDRAFT_3372	ko:K18550
tre:TRIREDRAFT_33728	ko:K04797
tre:TRIREDRAFT_33815	ko:K13107
tre:TRIREDRAFT_33840	ko:K11567
tre:TRIREDRAFT_33895	ko:K09569
tre:TRIREDRAFT_3394	ko:K14789
tre:TRIREDRAFT_33960	ko:K04798
tre:TRIREDRAFT_34079	ko:K11088
tre:TRIREDRAFT_34112	ko:K02891
tre:TRIREDRAFT_34149	ko:K12626
tre:TRIREDRAFT_3419	ko:K12819
tre:TRIREDRAFT_34197	ko:K22066
tre:TRIREDRAFT_34280	ko:K17968
tre:TRIREDRAFT_34306	ko:K18187
tre:TRIREDRAFT_34327	ko:K03959
tre:TRIREDRAFT_34378	ko:K02272
tre:TRIREDRAFT_3462	ko:K03188
tre:TRIREDRAFT_3464	ko:K00249
tre:TRIREDRAFT_34985	ko:K00558
tre:TRIREDRAFT_35183	ko:K17974
tre:TRIREDRAFT_35202	ko:K11701
tre:TRIREDRAFT_3525	ko:K20280
tre:TRIREDRAFT_35316	ko:K15458
tre:TRIREDRAFT_35375	ko:K20176
tre:TRIREDRAFT_35465	ko:K09486
tre:TRIREDRAFT_35522	ko:K01490
tre:TRIREDRAFT_35556	ko:K11269
tre:TRIREDRAFT_3568	ko:K01062
tre:TRIREDRAFT_35777	ko:K26731
tre:TRIREDRAFT_3579	ko:K14780
tre:TRIREDRAFT_3591	ko:K01433
tre:TRIREDRAFT_3596	ko:K01749
tre:TRIREDRAFT_3600	ko:K00995
tre:TRIREDRAFT_36006	ko:K28035
tre:TRIREDRAFT_36134	ko:K08876
tre:TRIREDRAFT_36159	ko:K10736
tre:TRIREDRAFT_36391	ko:K21543
tre:TRIREDRAFT_3641	ko:K01739
tre:TRIREDRAFT_3653	ko:K00658
tre:TRIREDRAFT_36543	ko:K11215
tre:TRIREDRAFT_3662	ko:K28083
tre:TRIREDRAFT_3671	ko:K11128
tre:TRIREDRAFT_36941	ko:K14809
tre:TRIREDRAFT_37060	ko:K08284
tre:TRIREDRAFT_37067	ko:K22733
tre:TRIREDRAFT_3707	ko:K12600
tre:TRIREDRAFT_3717	ko:K18123
tre:TRIREDRAFT_3718	ko:K20498
tre:TRIREDRAFT_37262	ko:K11971
tre:TRIREDRAFT_37368	ko:K17900
tre:TRIREDRAFT_3739	ko:K01198
tre:TRIREDRAFT_3741	ko:K18179
tre:TRIREDRAFT_37593	ko:K03979
tre:TRIREDRAFT_3765	ko:K09885
tre:TRIREDRAFT_37761	ko:K12837
tre:TRIREDRAFT_3779	ko:K02324
tre:TRIREDRAFT_37833	ko:K10684
tre:TRIREDRAFT_37933	ko:K15217
tre:TRIREDRAFT_3803	ko:K14408
tre:TRIREDRAFT_3817	ko:K20474
tre:TRIREDRAFT_3830	ko:K11229
tre:TRIREDRAFT_3835	ko:K07513
tre:TRIREDRAFT_38372	ko:K15454
tre:TRIREDRAFT_3847	ko:K03593
tre:TRIREDRAFT_38767	ko:K00565
tre:TRIREDRAFT_38781	ko:K06709
tre:TRIREDRAFT_38812	ko:K14685
tre:TRIREDRAFT_38833	ko:K18164
tre:TRIREDRAFT_3891	ko:K14828
tre:TRIREDRAFT_3892	ko:K14288
tre:TRIREDRAFT_3909	ko:K17424
tre:TRIREDRAFT_39285	ko:K11393
tre:TRIREDRAFT_39387	ko:K06664
tre:TRIREDRAFT_3949	ko:K05727
tre:TRIREDRAFT_39588	ko:K22745
tre:TRIREDRAFT_39942	ko:K01199
tre:TRIREDRAFT_4004	ko:K09272
tre:TRIREDRAFT_40053	ko:K14307
tre:TRIREDRAFT_40074	ko:K01100
tre:TRIREDRAFT_4009	ko:K00026
tre:TRIREDRAFT_40199	ko:K01438
tre:TRIREDRAFT_40216	ko:K22733
tre:TRIREDRAFT_40250	ko:K13346
tre:TRIREDRAFT_40298	ko:K23735
tre:TRIREDRAFT_40343	ko:K15077
tre:TRIREDRAFT_40346	ko:K10563
tre:TRIREDRAFT_4040	ko:K03025
tre:TRIREDRAFT_4064	ko:K01754
tre:TRIREDRAFT_4069	ko:K18660
tre:TRIREDRAFT_40758	ko:K00547
tre:TRIREDRAFT_40814	ko:K19307
tre:TRIREDRAFT_40914	ko:K06963
tre:TRIREDRAFT_40945	ko:K03660
tre:TRIREDRAFT_4104	ko:K25365
tre:TRIREDRAFT_41111	ko:K15128
tre:TRIREDRAFT_4117	ko:K00143
tre:TRIREDRAFT_41178	ko:K09885
tre:TRIREDRAFT_4136	ko:K15172
tre:TRIREDRAFT_41428	ko:K18045
tre:TRIREDRAFT_41504	ko:K06133
tre:TRIREDRAFT_4152	ko:K01951
tre:TRIREDRAFT_4154	ko:K17663
tre:TRIREDRAFT_41546	ko:K11552
tre:TRIREDRAFT_41590	ko:K22736
tre:TRIREDRAFT_4170	ko:K24755
tre:TRIREDRAFT_41719	ko:K06201
tre:TRIREDRAFT_41761	ko:K22736
tre:TRIREDRAFT_41895	ko:K00799
tre:TRIREDRAFT_4196	ko:K03661
tre:TRIREDRAFT_42027	ko:K25576
tre:TRIREDRAFT_4213	ko:K01166
tre:TRIREDRAFT_42181	ko:K14849
tre:TRIREDRAFT_42193	ko:K07252
tre:TRIREDRAFT_42249	ko:K12412
tre:TRIREDRAFT_42301	ko:K18588
tre:TRIREDRAFT_4231	ko:K09184
tre:TRIREDRAFT_4244	ko:K14807
tre:TRIREDRAFT_4265	ko:K03469
tre:TRIREDRAFT_42825	ko:K01489
tre:TRIREDRAFT_4284	ko:K02906
tre:TRIREDRAFT_42866	ko:K17362
tre:TRIREDRAFT_42915	ko:K17421
tre:TRIREDRAFT_42919	ko:K02927
tre:TRIREDRAFT_4294	ko:K14794
tre:TRIREDRAFT_43071	ko:K21752
tre:TRIREDRAFT_43191	ko:K26384
tre:TRIREDRAFT_43195	ko:K11511
tre:TRIREDRAFT_43225	ko:K12622
tre:TRIREDRAFT_43236	ko:K00419
tre:TRIREDRAFT_43268	ko:K12876
tre:TRIREDRAFT_43269	ko:K09102
tre:TRIREDRAFT_43347	ko:K11568
tre:TRIREDRAFT_43599	ko:K23481
tre:TRIREDRAFT_43615	ko:K03237
tre:TRIREDRAFT_43618	ko:K15175
tre:TRIREDRAFT_43649	ko:K09496
tre:TRIREDRAFT_4366	ko:K02605
tre:TRIREDRAFT_43662	ko:K01923
tre:TRIREDRAFT_43664	ko:K00963
tre:TRIREDRAFT_43671	ko:K03320
tre:TRIREDRAFT_43680	ko:K12833
tre:TRIREDRAFT_4370	ko:K24121
tre:TRIREDRAFT_43814	ko:K02921
tre:TRIREDRAFT_43831	ko:K14802
tre:TRIREDRAFT_43873	ko:K01183
tre:TRIREDRAFT_43877	ko:K18442
tre:TRIREDRAFT_43884	ko:K03939
tre:TRIREDRAFT_43906	ko:K02865
tre:TRIREDRAFT_43961	ko:K15206
tre:TRIREDRAFT_43974	ko:K15275
tre:TRIREDRAFT_44035	ko:K19829
tre:TRIREDRAFT_44038	ko:K00627
tre:TRIREDRAFT_44041	ko:K03934
tre:TRIREDRAFT_44097	ko:K04499
tre:TRIREDRAFT_44175	ko:K08178
tre:TRIREDRAFT_4421	ko:K00604
tre:TRIREDRAFT_44214	ko:K05972
tre:TRIREDRAFT_44251	ko:K19953
tre:TRIREDRAFT_44330	ko:K18670
tre:TRIREDRAFT_44386	ko:K02895
tre:TRIREDRAFT_44389	ko:K03189
tre:TRIREDRAFT_44399	ko:K13094
tre:TRIREDRAFT_4442	ko:K23010
tre:TRIREDRAFT_44434	ko:K02930
tre:TRIREDRAFT_44449	ko:K11131
tre:TRIREDRAFT_44459	ko:K10755
tre:TRIREDRAFT_44476	ko:K05665
tre:TRIREDRAFT_44488	ko:K12882
tre:TRIREDRAFT_44492	ko:K11518
tre:TRIREDRAFT_44504	ko:K10355
tre:TRIREDRAFT_44529	ko:K00693
tre:TRIREDRAFT_44624	ko:K18338
tre:TRIREDRAFT_44628	ko:K01556
tre:TRIREDRAFT_44725	ko:K13996
tre:TRIREDRAFT_44781	ko:K11313
tre:TRIREDRAFT_4479	ko:K11096
tre:TRIREDRAFT_4480	ko:K00863
tre:TRIREDRAFT_44814	ko:K26750
tre:TRIREDRAFT_44849	ko:K12493
tre:TRIREDRAFT_44868	ko:K16369
tre:TRIREDRAFT_44878	ko:K13024
tre:TRIREDRAFT_44928	ko:K01934
tre:TRIREDRAFT_44960	ko:K12860
tre:TRIREDRAFT_44987	ko:K07750
tre:TRIREDRAFT_45018	ko:K04441
tre:TRIREDRAFT_4508	ko:K23678
tre:TRIREDRAFT_45138	ko:K00381
tre:TRIREDRAFT_45153	ko:K02139
tre:TRIREDRAFT_45242	ko:K08852
tre:TRIREDRAFT_45250	ko:K10256
tre:TRIREDRAFT_45252	ko:K22721
tre:TRIREDRAFT_45317	ko:K03457
tre:TRIREDRAFT_45343	ko:K03325
tre:TRIREDRAFT_4537	ko:K01872
tre:TRIREDRAFT_45445	ko:K00505
tre:TRIREDRAFT_45456	ko:K17541
tre:TRIREDRAFT_45459	ko:K00826
tre:TRIREDRAFT_45476	ko:K08504
tre:TRIREDRAFT_45595	ko:K06691
tre:TRIREDRAFT_45604	ko:K07937
tre:TRIREDRAFT_45675	ko:K17757
tre:TRIREDRAFT_45689	ko:K08773
tre:TRIREDRAFT_45717	ko:K01230
tre:TRIREDRAFT_45732	ko:K12669
tre:TRIREDRAFT_45736	ko:K14753
tre:TRIREDRAFT_45748	ko:K16536
tre:TRIREDRAFT_45775	ko:K20046
tre:TRIREDRAFT_45841	ko:K03115
tre:TRIREDRAFT_45852	ko:K08176
tre:TRIREDRAFT_45912	ko:K02920
tre:TRIREDRAFT_4592	ko:K10295
tre:TRIREDRAFT_45980	ko:K26935
tre:TRIREDRAFT_45998	ko:K12761
tre:TRIREDRAFT_46057	ko:K17662
tre:TRIREDRAFT_4622	ko:K00560
tre:TRIREDRAFT_46238	ko:K00789
tre:TRIREDRAFT_46240	ko:K24104
tre:TRIREDRAFT_46244	ko:K00295
tre:TRIREDRAFT_46247	ko:K14963
tre:TRIREDRAFT_4626	ko:K28063
tre:TRIREDRAFT_46301	ko:K06126
tre:TRIREDRAFT_46320	ko:K12621
tre:TRIREDRAFT_46382	ko:K24887
tre:TRIREDRAFT_46421	ko:K03854
tre:TRIREDRAFT_46446	ko:K20061
tre:TRIREDRAFT_46463	ko:K00654
tre:TRIREDRAFT_46469	ko:K04536
tre:TRIREDRAFT_46490	ko:K02960
tre:TRIREDRAFT_46493	ko:K13205
tre:TRIREDRAFT_4654	ko:K14152
tre:TRIREDRAFT_46545	ko:K00211
tre:TRIREDRAFT_46582	ko:K14574
tre:TRIREDRAFT_46597	ko:K28063
tre:TRIREDRAFT_46607	ko:K14766
tre:TRIREDRAFT_46613	ko:K26753
tre:TRIREDRAFT_46619	ko:K03257
tre:TRIREDRAFT_4663	ko:K15183
tre:TRIREDRAFT_46639	ko:K20359
tre:TRIREDRAFT_4668	ko:K02259
tre:TRIREDRAFT_46702	ko:K15030
tre:TRIREDRAFT_46708	ko:K19691
tre:TRIREDRAFT_46794	ko:K03305
tre:TRIREDRAFT_46816	ko:K05349
tre:TRIREDRAFT_46862	ko:K17498
tre:TRIREDRAFT_46882	ko:K23292
tre:TRIREDRAFT_46902	ko:K16230
tre:TRIREDRAFT_46936	ko:K00065
tre:TRIREDRAFT_46958	ko:K03231
tre:TRIREDRAFT_47020	ko:K19996
tre:TRIREDRAFT_47049	ko:K20522
tre:TRIREDRAFT_47055	ko:K04392
tre:TRIREDRAFT_47066	ko:K00958
tre:TRIREDRAFT_4707	ko:K10589
tre:TRIREDRAFT_47127	ko:K01268
tre:TRIREDRAFT_47136	ko:K23856
tre:TRIREDRAFT_47153	ko:K18106
tre:TRIREDRAFT_47175	ko:K14209
tre:TRIREDRAFT_4721	ko:K07870
tre:TRIREDRAFT_47221	ko:K00940
tre:TRIREDRAFT_4726	ko:K10437
tre:TRIREDRAFT_47268	ko:K05349
tre:TRIREDRAFT_47290	ko:K20028
tre:TRIREDRAFT_47315	ko:K01530
tre:TRIREDRAFT_47420	ko:K09828
tre:TRIREDRAFT_47424	ko:K23504
tre:TRIREDRAFT_47432	ko:K00323
tre:TRIREDRAFT_4744	ko:K00616
tre:TRIREDRAFT_47479	ko:K09241
tre:TRIREDRAFT_4751	ko:K11236
tre:TRIREDRAFT_47510	ko:K03965
tre:TRIREDRAFT_47600	ko:K18725
tre:TRIREDRAFT_47603	ko:K01027
tre:TRIREDRAFT_47621	ko:K20826
tre:TRIREDRAFT_47635	ko:K15859
tre:TRIREDRAFT_4767	ko:K01012
tre:TRIREDRAFT_47710	ko:K08139
tre:TRIREDRAFT_47766	ko:K12591
tre:TRIREDRAFT_47795	ko:K02969
tre:TRIREDRAFT_47806	ko:K24611
tre:TRIREDRAFT_47814	ko:K05906
tre:TRIREDRAFT_47829	ko:K15414
tre:TRIREDRAFT_47838	ko:K10753
tre:TRIREDRAFT_47897	ko:K08711
tre:TRIREDRAFT_47926	ko:K08869
tre:TRIREDRAFT_47930	ko:K15104
tre:TRIREDRAFT_47971	ko:K03362
tre:TRIREDRAFT_47987	ko:K07238
tre:TRIREDRAFT_48001	ko:K09527
tre:TRIREDRAFT_48055	ko:K09550
tre:TRIREDRAFT_48080	ko:K22243
tre:TRIREDRAFT_48146	ko:K01869
tre:TRIREDRAFT_48170	ko:K02901
tre:TRIREDRAFT_48178	ko:K28214
tre:TRIREDRAFT_48225	ko:K11427
tre:TRIREDRAFT_48295	ko:K23566
tre:TRIREDRAFT_48301	ko:K14573
tre:TRIREDRAFT_48351	ko:K08342
tre:TRIREDRAFT_48366	ko:K03031
tre:TRIREDRAFT_48386	ko:K06067
tre:TRIREDRAFT_4847	ko:K18191
tre:TRIREDRAFT_48478	ko:K08486
tre:TRIREDRAFT_48482	ko:K06990
tre:TRIREDRAFT_4851	ko:K07005
tre:TRIREDRAFT_48516	ko:K15628
tre:TRIREDRAFT_4860	ko:K00589
tre:TRIREDRAFT_48603	ko:K01126
tre:TRIREDRAFT_4862	ko:K15450
tre:TRIREDRAFT_48686	ko:K15732
tre:TRIREDRAFT_48707	ko:K16055
tre:TRIREDRAFT_4875	ko:K14334
tre:TRIREDRAFT_4876	ko:K03381
tre:TRIREDRAFT_4878	ko:K00416
tre:TRIREDRAFT_48788	ko:K00667
tre:TRIREDRAFT_48792	ko:K01487
tre:TRIREDRAFT_48819	ko:K24278
tre:TRIREDRAFT_48835	ko:K12492
tre:TRIREDRAFT_48883	ko:K00415
tre:TRIREDRAFT_48910	ko:K15427
tre:TRIREDRAFT_48951	ko:K27691
tre:TRIREDRAFT_4901	ko:K18182
tre:TRIREDRAFT_49038	ko:K03256
tre:TRIREDRAFT_49059	ko:K12598
tre:TRIREDRAFT_49081	ko:K18578
tre:TRIREDRAFT_49112	ko:K01845
tre:TRIREDRAFT_4913	ko:K22991
tre:TRIREDRAFT_49149	ko:K12273
tre:TRIREDRAFT_4915	ko:K10416
tre:TRIREDRAFT_49197	ko:K01868
tre:TRIREDRAFT_49205	ko:K00428
tre:TRIREDRAFT_49213	ko:K06630
tre:TRIREDRAFT_49304	ko:K12177
tre:TRIREDRAFT_4933	ko:K22484
tre:TRIREDRAFT_4936	ko:K20403
tre:TRIREDRAFT_49373	ko:K14549
tre:TRIREDRAFT_4939	ko:K15075
tre:TRIREDRAFT_49399	ko:K00787
tre:TRIREDRAFT_49409	ko:K08257
tre:TRIREDRAFT_4941	ko:K01904
tre:TRIREDRAFT_4945	ko:K11228
tre:TRIREDRAFT_4947	ko:K20301
tre:TRIREDRAFT_49489	ko:K01897
tre:TRIREDRAFT_4950	ko:K20989
tre:TRIREDRAFT_49517	ko:K20824
tre:TRIREDRAFT_49522	ko:K03145
tre:TRIREDRAFT_49594	ko:K17778
tre:TRIREDRAFT_49753	ko:K25880
tre:TRIREDRAFT_49770	ko:K14779
tre:TRIREDRAFT_4981	ko:K01687
tre:TRIREDRAFT_49818	ko:K10632
tre:TRIREDRAFT_4982	ko:K01358
tre:TRIREDRAFT_49838	ko:K20308
tre:TRIREDRAFT_49854	ko:K09043
tre:TRIREDRAFT_49864	ko:K00551
tre:TRIREDRAFT_49873	ko:K03137
tre:TRIREDRAFT_4989	ko:K07739
tre:TRIREDRAFT_49898	ko:K02564
tre:TRIREDRAFT_49909	ko:K02992
tre:TRIREDRAFT_49918	ko:K03120
tre:TRIREDRAFT_49923	ko:K03037
tre:TRIREDRAFT_49970	ko:K03317
tre:TRIREDRAFT_49976	ko:K01179
tre:TRIREDRAFT_49992	ko:K12389
tre:TRIREDRAFT_5000	ko:K08192
tre:TRIREDRAFT_50039	ko:K04564
tre:TRIREDRAFT_50068	ko:K00898
tre:TRIREDRAFT_50077	ko:K16261
tre:TRIREDRAFT_5013	ko:K18732
tre:TRIREDRAFT_50131	ko:K13352
tre:TRIREDRAFT_50159	ko:K00606
tre:TRIREDRAFT_50160	ko:K20003
tre:TRIREDRAFT_50249	ko:K13726
tre:TRIREDRAFT_50268	ko:K11121
tre:TRIREDRAFT_50335	ko:K04393
tre:TRIREDRAFT_5041	ko:K03136
tre:TRIREDRAFT_50429	ko:K18178
tre:TRIREDRAFT_50449	ko:K03626
tre:TRIREDRAFT_5048	ko:K03938
tre:TRIREDRAFT_50491	ko:K24971
tre:TRIREDRAFT_50516	ko:K02155
tre:TRIREDRAFT_50531	ko:K00164
tre:TRIREDRAFT_50539	ko:K11665
tre:TRIREDRAFT_50542	ko:K06185
tre:TRIREDRAFT_50583	ko:K01487
tre:TRIREDRAFT_50607	ko:K00637
tre:TRIREDRAFT_50616	ko:K01027
tre:TRIREDRAFT_5064	ko:K03022
tre:TRIREDRAFT_50647	ko:K10601
tre:TRIREDRAFT_5066	ko:K12947
tre:TRIREDRAFT_50707	ko:K03364
tre:TRIREDRAFT_50786	ko:K17891
tre:TRIREDRAFT_50793	ko:K00505
tre:TRIREDRAFT_5091	ko:K13566
tre:TRIREDRAFT_50913	ko:K02365
tre:TRIREDRAFT_50947	ko:K28153
tre:TRIREDRAFT_5095	ko:K12870
tre:TRIREDRAFT_50996	ko:K28063
tre:TRIREDRAFT_5107	ko:K01505
tre:TRIREDRAFT_51103	ko:K01694
tre:TRIREDRAFT_51110	ko:K16261
tre:TRIREDRAFT_51130	ko:K08738
tre:TRIREDRAFT_51153	ko:K03844
tre:TRIREDRAFT_51171	ko:K24970
tre:TRIREDRAFT_5119	ko:K19791
tre:TRIREDRAFT_51197	ko:K27706
tre:TRIREDRAFT_51212	ko:K02932
tre:TRIREDRAFT_51228	ko:K11372
tre:TRIREDRAFT_5127	ko:K03097
tre:TRIREDRAFT_51287	ko:K11429
tre:TRIREDRAFT_5135	ko:K00107
tre:TRIREDRAFT_51375	ko:K28102
tre:TRIREDRAFT_51378	ko:K08337
tre:TRIREDRAFT_5140	ko:K12863
tre:TRIREDRAFT_51420	ko:K14191
tre:TRIREDRAFT_51426	ko:K02908
tre:TRIREDRAFT_51430	ko:K02866
tre:TRIREDRAFT_51443	ko:K20463
tre:TRIREDRAFT_51455	ko:K18655
tre:TRIREDRAFT_5148	ko:K10609
tre:TRIREDRAFT_51483	ko:K01560
tre:TRIREDRAFT_51492	ko:K00698
tre:TRIREDRAFT_51499	ko:K00053
tre:TRIREDRAFT_51528	ko:K20408
tre:TRIREDRAFT_51558	ko:K10520
tre:TRIREDRAFT_51562	ko:K00866
tre:TRIREDRAFT_51603	ko:K17759
tre:TRIREDRAFT_5164	ko:K03005
tre:TRIREDRAFT_51650	ko:K21989
tre:TRIREDRAFT_51707	ko:K17795
tre:TRIREDRAFT_51722	ko:K14816
tre:TRIREDRAFT_51734	ko:K17301
tre:TRIREDRAFT_51806	ko:K00981
tre:TRIREDRAFT_5182	ko:K07223
tre:TRIREDRAFT_51868	ko:K22756
tre:TRIREDRAFT_51893	ko:K17862
tre:TRIREDRAFT_51946	ko:K23542
tre:TRIREDRAFT_5196	ko:K15161
tre:TRIREDRAFT_51967	ko:K02835
tre:TRIREDRAFT_52050	ko:K05864
tre:TRIREDRAFT_52055	ko:K00031
tre:TRIREDRAFT_5209	ko:K07904
tre:TRIREDRAFT_52130	ko:K06268
tre:TRIREDRAFT_52144	ko:K04460
tre:TRIREDRAFT_52172	ko:K23563
tre:TRIREDRAFT_52185	ko:K17945
